,claim,claim_veracity
945,Quinoa is grown as a grain crop for its edible seeds.,1
946,Tetris was programmed by Alexey Pajitnov.,1
947,Kurupt is a former senior manager of a company.,1
948,Alicia Silverstone was only in British movies.,0
949,The contributions that workers have made to the strength of the country are honored through Labor Day.,1
950,Enemy (2013 film) includes Jake Gyllenhaal as an extra.,0
951,Loving was distributed by Focus Features in 2006.,0
952,Al Gore won the electoral college against George Bush.,0
953,Francois de Belleforest translated the works of Cicero and he was French.,1
954,Shahid Kapoor made his film debut in India in 2003.,1
955,Matt Sorum's touring project Kings of Chaos has yet to feature members of Cheap Trick.,0
956,Tom Hiddleston made an appearance in Henry IV.,1
957,John Williams is a French conductor.,0
958,Babe Ruth was inactive in baseball from 1916-1922.,0
959,"Facebook is based outside of Menlo Park, California.",0
960,Britney Spears sings.,1
961,Music journalism is critical of popular music topics.,1
962,Daft Punk released their first album in 1997 with Virgin Records.,1
963,Jim Rash is an American actor.,1
964,Vegemite is the only type of spread.,0
965,Tipper Gore was born in 1948.,1
966,Pi is incapable of being used by computer scientists.,0
967,OK Computer was the third album by the English band Radiohead.,1
968,Walter Matthau won multiple awards.,1
969,McG is the director of the film Terminator Salvation.,1
970,Eleveneleven was founded by an director.,0
971,Adele released her debut album in 2009.,0
972,The Wolf of Wall Street premiered in New York City.,1
973,Ecuador includes the Galapagos Islands in the Pacific.,1
974,Memento is a film.,1
975,Roy Whiting is an English convicted killer.,1
976,Delhi borders the most populous state in India.,0
977,Selhurst Park is where Crystal Palace F.C. plays.,1
978,Kill Bill: Volume 2 is only a book.,0
979,Love & Friendship is a Jane Austen based film.,1
980,Cedric Yarbrough acted in the show Reno 911!.,1
981,Cars Toons is exclusively Chinese.,0
982,Raccoons never live in mountainous areas.,0
983,Nigeria is the most populous country in Africa and also the world.,0
984,Alpha Centauri is the farthest system from the Solar System.,0
985,Narendra Modi rose to zero ranks.,0
986,James Bryant Conant criticized the education system in the United States.,1
987,Naturi Naughton is a performer.,1
988,Thomas Pynchon died before composing novels.,0
989,Jon Watts has only ever had a book released.,0
990,Billy Wilder is incapable of directing actors in Oscar-nominated performances.,0
991,John Logan is the creator of Penny Dreadful.,1
992,Delta Air Lines is an American airline.,1
993,Shantel VanSanten has an occupation.,1
994,Yellow Flicker Beat was performed in November 2014.,1
995,Cougar Town ran for 102 episodes.,1
996,Wladimir Klitschko is a baseball player.,0
997,Queen Latifah is a photographer.,0
998,Tupac is ranked as one of the greatest businessmen of all time.,0
999,Cells only contain structural elements.,0
1000,Rio de Janeiro is not in Brazil.,0
1001,Xi Jinping served as the Vice Chairman of the Central Military Commission.,1
1002,Boston has been gentrified over time.,1
1003,Kris Kristofferson did not compose his own songs.,0
1004,One example of a staple food are plantains.,1
1005,Jennifer Aniston is not a businesswoman.,0
1006,Borrelia afzelii is among 30 Borrelia known species.,1
1007,David Bowie is alive.,0
1008,Kobe Bryant has never played in the NBA.,0
1009,National Library of India is a library with records.,1
1010,De Profundis was written to an electrician.,0
1011,Dysphonia can be characterized by hoarse vocal qualities.,1
1012,Stone Temple Pilots are a band from the United States.,1
1013,Inhumans is a movie.,0
1014,Arjun Kapoor hosted Fear Factor: Khatron Ke Khiladi.,1
1015,Anne Bancroft won awards.,1
1016,The Champ is a 2017 film.,0
1017,Justin Bieber has yet to win any awards.,0
1018,Doug Ducey worked with a companion in his business.,1
1019,Little Miss Sunshine was filmed in 2005 over 30 days in Arizona and Southern California.,1
1020,Whiskey Tango Foxtrot is based on the book by Kim Barker.,1
1021,Ellen Burstyn has spent her entire career in antarctic research.,0
1022,Pacific Rim is a movie.,1
1023,Game of thrones has received 33 Primetime Emmy Awards.,0
1024,Jake Gyllenhaal is in Prince of Persia as an actor.,1
1025,Absolute Beginners is a film.,1
1026,Peter Jackson was involved with The Hobbit.,1
1027,Andy Kaufman failed to be an American.,0
1028,The Girl on the Train is based on a novel by Paula Hawkins.,1
1029,Giancarlo Stanton is a Marlins player.,1
1030,Drake is a rapper.,1
1031,Donnie Wahlberg worked on the Saw movies.,1
1032,Slovakia is part of the European Union.,1
1033,Three Days of the Condor stars only Liam Neeson.,0
1034,The New Adventures of Old Christine has an all-male cast.,0
1035,Quinoa is a flowering amaranth plant.,1
1036,Gendry appeared in the novel A Feast for Crows.,1
1037,Kourtney Kardashian is the daughter of Kris Jenner.,1
1038,Gerd von Rundstedt was in the 1994 Special Olympics.,0
1039,Kangana Ranaut exclusively acts in sitcoms.,0
1040,Curly Top was directed by a cat.,0
1041,H. H. Holmes had a full name.,1
1042,Michael Jackson is the ninth child of the Jackson family.,0
1043,Doctor Strange is not a fictional superhero.,0
1044,August was the released date of the World of Warcraft 6th expansion.,1
1045,Her is an Bolivian film.,0
1046,Sunrise created an anime directed by anyone except Goro Taniguchi.,0
1047,Alkaline Trio is a musical group that plays punk rock.,1
1048,Amsterdam Airport Schiphol serves as a hub for Delta Air Lines.,0
1049,"Evonne Goolagong Cawley died on July 31st, 1950.",0
1050,Joseph Gordon-Levitt played Edward Snowden in the biopic Snowden.,1
1051,"Her was given a select release on January 10, 2014.",0
1052,"Ivan Lendl was ranked No. 1 for a total of 270 weeks, starting in January 2010.",0
1053,Eddie Vedder is a member of a band composed of fifteen people.,0
1054,"Thomas DeSimone was associated with one of the ""Five Families.""",1
1055,The Shining debuted in 1980.,1
1056,Jacki Weaver worked in film.,1
1057,Rock music avoids incorporating music genres like Jazz.,0
1058,California Gurls was released early 2000s.,0
1059,"Game of Thrones had its third season begin on March 31, 2013.",1
1060,"Charles, Prince of Wales was disowned and disinherited from his mother, making his claim to the UK throne null.",0
1061,Turn: Washington's Spies has always been in existence.,0
1062,A Fine Romance aired in 1982.,1
1063,Jet Li is a Chinese martial artist.,1
1064,Acting is one of Josh Duhamel's professions.,1
1065,The Hateful Eight is a movie.,1
1066,Philadelphia is home some of the first U.S. institutions.,1
1067,Solange Knowles released an album in the United States.,1
1068,"Divergent was released on Blu-ray and DVD on August 5, 2014.",1
1069,Silicon Valley does not include the southern half of the San Francisco Peninsula.,0
1070,Linda McCartney was diagnosed with breast cancer in 1990.,0
1071,John Cusack was nominated for a Golden Globe Award for Best Actor in High Fidelity.,1
1072,Little Big Shots is an American program.,1
1073,Ready Player One was sold to a Random House subsidiary.,1
1074,The Netherlands is absent from Western Europe.,0
1075,Mr. Nobody stars an English actress.,1
1076,Vitamin B12 is an important search engine.,0
1077,U2 is a Scottish rock band.,0
1078,Cersei Lannister is in a book.,1
1079,Cage Warriors was established in 1973.,0
1080,Destiny was released for the console Xbox 360.,1
1081,Emily Ratajkowski did not appear in a commercial.,0
1082,Daniel Radcliffe starred in the comedy-drama Swiss Army Man.,1
1083,The 2000 Football League Cup Final was played on a Wednesday.,0
1084,The Netherlands has three island land domains.,1
1085,Luke Evans did not have his Hollywood breakthrough role starring in the Clash of the Titans 2010 remake.,0
1086,Howard Hughes changed the name of Air West to Hughes Airwest.,1
1087,Paul Wesley was in Wolf Lake.,1
1088,The Olympic Games is an international single-sport event.,0
1089,Arrested Development is set in the fictional realm of Azeroth.,0
1090,Iran is a sovereign state that is a superpower.,1
1091,The cell is the basic functional unit of all living organisms.,1
1092,The Rolling Stones' original line-up included Michael Jackson.,0
1093,Alicia Keys has appeared in the film The Secret Life of Bees.,1
1094,Green Day is a band.,1
1095,Margaret Atwood has published short stories in Harper's.,1
1096,Vera Farmiga is an actress.,1
1097,Google is an independent company.,0
1098,The Democratic Republic of Congo is not in Central Africa.,0
1099,Famous in Love stars sea otters.,0
1100,Overwatch was unveiled in the 2010's.,1
1101,George Cukor directed the 1927 black comedy A Bill of Divorcement.,0
1102,Umbrella was released through Capital Records.,0
1103,Catherine of Alexandria was a biological mother.,0
1104,Edward Norton is incapable of working in cinema.,0
1105,The Council on Foreign Relations specializes in domestic affairs.,0
1106,Dennis Hastert won his first election in 1988.,0
1107,Lana Del Rey's fourth studio album was Ultraviolence.,0
1108,Kevin Durant has contributed to a new media platform.,1
1109,Connaught Tunnel was equipped with a better ventilation system.,1
1110,Elizabeth is Hayley Atwell's middle name.,1
1111,Ann Romney has only attended universities in Oregon and North Carolina.,0
1112,Her was released in May of 2013.,0
1113,Evolution was by a songwriter.,1
1114,There was a senator named Ted Kennedy.,1
1115,Martina Navratilova died in 1956.,0
1116,Snoop Dogg was incapable of creating the album called No Limit Top Dogg.,0
1117,The Fall (Gorillaz album) features animals only.,0
1118,Hong Kong has a low per capita income.,0
1119,Jennifer Hudson has released zero studio albums.,0
1120,Snoop Dogg was discovered by Eminem.,0
1121,Ann Romney has zero degrees.,0
1122,Wyatt Earp went to a U.S. state in a region of the United States.,1
1123,Meghan McCain is a host and contributor on Fox News.,1
1124,Glen Campbell writes songs.,1
1125,Xbox One was released in August 2012.,0
1126,Macaulay Culkin appears in a music video.,1
1127,The Czech Republic is not in the EU.,0
1128,Denial was released only outside of the United Kingdom.,0
1129,Leicester City F.C. is Swedish.,0
1130,Philip Seymour Hoffman was outside of Magnolia.,0
1131,Ed Solomon is only Irish.,0
1132,Jennifer Hudson has been nominated.,1
1133,Christina Aguilera has yet to appear on the television series Star Search.,0
1134,Slash exclusively sang lead in all his bands.,0
1135,The Sopranos does not have more than one season.,0
1136,"Windsor, Ontario is outside North America.",0
1137,Top Dawg Entertainment is a record label that Kendrick Lamar signed to.,1
1138,Turn: Washington's Spies premiered in April 2015.,1
1139,Jeff Bezos has an estimated net worth of $76 billion.,0
1140,Atlantic City stars an actress named Kate Reid.,1
1141,Umbrella was launched through Def Jam Recordings.,1
1142,Steven Price (composer) won the Academy Award for Best Original Score.,1
1143,Twitter lacked any search queries in 2012.,0
1144,James Bond is a dog.,0
1145,Frederick Trump was born in Africa.,0
1146,The House at Pooh Corner is the second volume of stories about Winnie-the-Pooh by A. A. Milne.,1
1147,Giada De Laurentiis has co-hosted a show on NBC.,1
1148,Reese Witherspoon is actively involved in children's and women's advocacy groups.,1
1149,Brunei is on the island of New Guinea.,0
1150,"Nick Cannon recorded the album ""My Wife"".",0
1151,A loss of supply cannot involve a constitutional convention.,0
1152,The Outcasts is a 2017 film.,1
1153,Audrey Hepburn directed Charade.,0
1154,Moana is a Disney film.,1
1155,Paul Pogba ended his career in 2011.,0
1156,Avatar: The Last Airbender is a television series that is animated.,1
1157,Nineteen Eighty-Four received a spot on the readers' list for Modern Library's 100 Best Novels.,1
1158,Dwight D. Eisenhower was a prime minister.,0
1159,Ivanka Trump is the daughter of a current model.,0
1160,A fantasy film rarely involves exotic fantasy worlds.,0
1161,Amazon.com only offers go-karts and laser tag.,0
1162,Whitey Bulger was found guilty on 31 counts of kidnapping.,0
1163,Lincoln Motor Company was founded in 1919.,0
1164,John Connally was only a Republican.,0
1165,To Kill a Mockingbird takes place in the American North.,1
1166,Miles Teller appears in the 2010 film Rabbit Hole.,1
1167,James Mangold has yet to co-write a film.,0
1168,"Tyrese Gibson was born on December 20, 1978.",0
1169,Alandi is in the Goa district.,0
1170,Boeing 777 is powered by three engines.,0
1171,Wentworth is a bus company.,0
1172,Kane is Glenn Thomas Jacobs's ring name while wrestling.,1
1173,Naturi Naughton is an actress.,1
1174,Colin Firth starred in Bridget Jones's Diary.,1
1175,David Tennant was in a film.,1
1176,"Wynonna Judd's birthday was May 30th, 1964.",1
1177,The first grunge band to sign to a major label was Soundgarden.,1
1178,In the upper east side of Manhattan there is an apartment called The Dakota.,0
1179,Khal Drogo is a squid.,0
1180,Tom Felton played the role of Peagreen Clock in The Borrowers.,1
1181,"Paul Bettany was Vision in Avengers 2, but has yet to play the character again.",0
1182,The Prestige is an American film.,0
1183,Humanz was released before 2010.,0
1184,Isis is a god.,1
1185,Missing stars a woman.,1
1186,Leonardo da Vinci was not an inventor.,0
1187,Rain Man won four Oscars at the 61st Academy Awards.,1
1188,Miley Cyrus's brother is Billy Ray Cyrus.,0
1189,"Little Boy was dropped on the city of Hiroshima, Japan.",1
1190,New Horizons flew past the largest planet in the Solar System.,1
1191,"Schindler's List was only released on May 15, 1993.",0
1192,Nas released music.,1
1193,Led Zeppelin was initiated into the Rock and Roll Hall of Fame in 1995.,1
1194,The United Kingdom has a larger economy by nominal GDP than all but four other countries in the world.,1
1195,J. J. Cale was born in 1938.,1
1196,Fabian Cancellara was born in Switzerland.,1
1197,Gary Ridgway's last name is Leon.,0
1198,Coldplay is not European.,0
1199,Zootopia premiered in the 2000's.,0
1200,Lucas is a teen film.,1
1201,True Blood is Chinese.,0
1202,The Great Outdoors (film) is an American 1988 drama film.,0
1203,The annual training camp hosted by the Carolina Panthers is and has always been at Gillette stadium.,0
1204,Harry Potter and the Deathly Hallows was available on July 2007.,1
1205,"Sammy Cahn died November 15, 1993.",0
1206,Roman Reigns is a Leo.,0
1207,The Academy Awards are given biannually.,0
1208,"From 1966 to 1973, Mission: Impossible was on the air.",1
1209,Jared Leto is an actor.,1
1210,Taraji P. Henson appeared in Think Like a Man Too.,1
1211,Katie Price married Peter Andre.,1
1212,Sade is involved in the music industry.,1
1213,John Lennon was not posthumously inducted into the Songwriters Hall of Fame.,0
1214,Sansa Stark was created by a Swede.,0
1215,British Columbia's per capita income is not the same as the national average.,1
1216,The Lion King was released by Walt Disney Pictures in 1994.,1
1217,The Last House on the Left was the first television series produced by Wes Craven's production studio.,0
1218,Reba McEntire sang at rodeos.,1
1219,The Ku Klux Klan supported all groups and individuals.,0
1220,"Stratford, London is in London, England.",1
1221,Sweden borders Finland.,1
1222,"Louise Simonson was born on Monday September 26, 1946.",1
1223,Sarah Palin ran for presidency alongside a senator from Arizona.,1
1224,Bela Lugosi has only ever portrayed Romeo.,0
1225,Lee Harvey Oswald does not have a wife.,0
1226,Britney Spears has zero middle names.,0
1227,Young MC is incapable of rapping.,0
1228,Chernobyl disaster happened in the United States of America.,0
1229,Neil Young received the Order of Manitoba.,1
1230,Passengers was directed by Morten Tyldum.,1
1231,Black Sabbath was only formed by Adam Sandler.,0
1232,The Wars of the Roses was a civil war.,0
1233,Patriot Act was criticized.,1
1234,Grand Theft Auto V was developed by Rockstar Games.,0
1235,Snoop Dogg recorded three albums with an American record label.,1
1236,The Invention of Lying was released in October of 2009.,1
1237,"Brentwood, Los Angeles is the home of public schools.",1
1238,CP is not the most common movement disorder in children.,0
1239,Debbie Reynolds acted in Irene's revival.,1
1240,Gemini is an action TV show.,0
1241,Paradise is a major release.,1
1242,Rain Man is the name of a picture.,0
1243,Michael Jackson can't dance.,0
1244,Anthropology is a division of Davis Entertainment.,0
1245,Superman works for Clark Kent.,0
1246,Johnny Mnemonic is a cyberpunk film.,1
1247,Brittany Murphy was incapable of starring in 8 Mile.,0
1248,Meryl Streep's first amateur stage role was in Trelawny of the Wells.,0
1249,Logan Lerman failed to get cast in The Three Musketeers (2011).,0
1250,Planet of the Apes garnered success commercially.,1
1251,Cloud Atlas was only released in IMAX cinemas.,0
1252,The Twelfth Doctor is a medical procedure.,0
1253,Natalie Wood was born on July 20.,1
1254,Ted Bundy was charged with a woman's murder.,1
1255,Jack Reacher (film) was directed and written by Christopher McQuarrie.,1
1256,Count Basie only took his orchestra to Chicago for a short engagement.,0
1257,Frenemies is based on a novel by the same name.,1
1258,The Flash is a television show from the United States.,1
1259,Leslie Howard was a Gemini.,0
1260,The Divergent Series: Allegiant is part of a graphic design team.,0
1261,Marcus Rashford was born in 1997.,1
1262,The Odia language is used for communication by at least 10 million humans.,1
1263,Gustavus Adolphus founded the Swedish Empire.,1
1264,The National Security Agency is banned from doing anything related to intelligence or counterintelligence.,0
1265,"Since the 1950s, Istanbul's population has grown in number.",1
1266,"Marble Hill, Manhattan is in New York City.",1
1267,A crown colony is an overseas British territory.,1
1268,Syd Barrett is credited with naming the band Pink Floyd.,1
1269,Penguin Books published Thirteen Reasons Why.,1
1270,Ringo Starr has received medical care.,1
1271,The Sopranos was first broadcast on A&E in 2011.,0
1272,Game of Thrones had actors with nominations for awards.,1
1273,A mole has uses.,1
1274,Backstreet Boys released an album in 2013.,1
1275,Ludacris has a record and he has created music.,1
1276,Scarlett Johansson is a person who sings.,1
1277,Xbox One was made by Apple.,0
1278,Alex Rodriguez has always been unemployed.,0
1279,There is a popular culture category for politics.,1
1280,Ann Hathaway was denied any role in Rachel Getting Married.,0
1281,Bill Clinton served his complete term of office.,1
1282,Pompeii had a concert hall.,0
1283,Rachel McAdams appeared in an American anthology crime drama.,1
1284,The Blue Room was released by Coldplay.,1
1285,Keeping the Faith was written by Stuart Blumberg.,1
1286,Terminator Salvation is an American novella.,0
1287,Unapologetic is a Beyonce album.,0
1288,Woody Allen died shortly after childbirth.,0
1289,La La Anthony was exclusively a radio host.,0
1290,"Anaheim, California had only animals.",0
1291,The settlement of Iceland began in 1000.,0
1292,True Blood is set in the United States.,1
1293,Malcolm Young is an active songwriter.,0
1294,Sammy Cahn was an American musician born in 1913.,1
1295,Star Wars is an epic space opera novel.,0
1296,Elise Neal has yet to be in The Hughleys.,0
1297,Quartet was filmed.,1
1298,Tim Rice wrote something.,1
1299,Chinese people are part of the minority group of Cambodia.,1
1300,Boomerang (1992 film) is incapable of being a film.,0
1301,Edgar Allan Poe was a horse.,0
1302,Philadelphia is not the birthplace of the United States Marine Corps.,0
1303,Pan Am ended in February 2012.,1
1304,Rich Girl is an entirely original song.,0
1305,Kobe Bryant earned the Finals MVP Award in 2000.,0
1306,Jeff Hardy has been incapable of holding the TNA World Heavyweight Championship three times.,0
1307,DiCaprio starred in The Wolf of Wall Street.,1
1308,Jensen Ackles acted in My Bloody Valentine 3D.,1
1309,J.Lo (album) was recorded by American singer Jennifer Lopez.,1
1310,Paris Hilton had a debut performance.,1
1311,Odin is an angel.,0
1312,Margot Kidder has appeared nowhere.,0
1313,Mark Bomback is from a state.,1
1314,Rachel Dratch was in 30 Rock.,1
1315,Cleopatra (1963 film) chronicles the struggles of Cleopatra I Syra.,0
1316,Apple was founded in 1979.,0
1317,Randy Orton wrestles professionally.,1
1318,Morgan Freeman is incapable of being part of Lucy.,0
1319,The Illusionist was a flop.,0
1320,Bungie is located in Redmond.,0
1321,Streptococcus belongs to an order that is nonrespiring.,1
1322,Gorillaz's seventh studio album is Humanz.,0
1323,Pablo Escobar was shot and killed.,1
1324,"De Profundis was written to ""Bosie.""",1
1325,The Voice is broadcast by a subsidiary of Verizon.,0
1326,Robert F. Kennedy was the writer of The Enemy Within.,1
1327,The Punisher is a real person.,0
1328,Katherine Heigl refused to ever work with Wilhelmina Models.,0
1329,Popeye is a 1980 film.,1
1330,Chris Evans (actor) starred in and directed the film Before We Go.,1
1331,Jessica Chastain is an actress.,1
1332,The Shining was released in 1980.,1
1333,India is located in South Asia.,1
1334,Zayn Malik is British.,1
1335,The Golden Globe Award for Best Supporting Actress on Television was awarded to Laura Dern.,1
1336,Imagine Dragons is a solo act.,0
1337,Lupe Fiasco released the album Food and Liquor.,0
1338,British Fantasy Award categories have yet to include Best Horror Novel.,0
1339,Nikola Tesla received an education in physics.,1
1340,The European Union's eighth largest economy is Poland.,1
1341,The final battle of the Wars of the Roses was the Battle of Northampton.,0
1342,"The Girl on the Train is based on a book by a British author, who prefers to remain unknown.",0
1343,"Jules Dumont d'Urville died on May 8, 1842.",1
1344,Singapore won its autonomy directly from Britain in 1963 and has been sovereign since.,0
1345,Seinfeld was a movie.,0
1346,Chris Evans relocated to London.,1
1347,The Walt Disney Company owns the Rocky Mountains.,0
1348,Richard Branson set up Virgin Atlantic grapes.,0
1349,Dominick Dunne is French.,0
1350,There is an actress named Michelle Rodriguez.,1
1351,50 First Dates has no comedic elements.,0
1352,"Providence, Rhode Island was founded by a religious exile.",1
1353,Gunday was written and directed by Ali Abbas Zafar.,1
1354,The Bridges of Madison County (film) was released in 1997.,0
1355,Houston's economy has a base.,1
1356,"Musée National d'Art Moderne is located Lyon, France.",0
1357,Look at My Dab is by an American hip hop group and it is a turning point in music.,1
1358,San Junipero is science fiction.,1
1359,2001: A Space Odyssey was filmed in England and received praise.,1
1360,Noam Chomsky was not an academic.,0
1361,Junun is a 2012 documentary.,0
1362,Audrey Hepburn was inducted into the International Best Dressed List Hall of Fame.,1
1363,"The collections of the Philadelphia Museum of Art contain over 240,000 objects.",1
1364,Green Arrow is a comic book character designed by the American comic book artist George Papp.,1
1365,The Divergent Series' first movie was directed by Neil Burger.,1
1366,Inhumans is built upon the Marvel Comics race.,1
1367,Room premiered at the Boston Garden.,0
1368,Miss Selfridge is a nationwide Russian high street store.,0
1369,Heartlight was Diamond's eighth and final top 5 hit.,1
1370,"Lincoln Motor Company was founded by an American machinist, and inventor.",1
1371,Stockard Channing portrayed First Lady Abbey Bartlet in The West Wing.,1
1372,Arrow received praise.,1
1373,Seville is located in Spain.,1
1374,Naga Chaitanya worked on a film directed by Gautham Menon.,1
1375,Good Will Hunting starred American actor Robin Williams.,1
1376,Here is by an American and it was acclaimed.,1
1377,"Quinoa is in the Amaranthaceae, or amaranth, family.",1
1378,"A Game of Thrones is a fantasy, fictional story written by George R. R. Martin.",1
1379,Muhammad date of birth is 570CE.,1
1380,Major League Soccer involves twelve teams competing in the Playoffs.,1
1381,Star Wars: Episode II – Attack of the Clones only saw home video release on Laserdisc.,0
1382,Kim Basinger is a person who acts.,1
1383,Thomas DeSimone was associated with the Lucchese crime family.,1
1384,Alec Baldwin has played roles.,1
1385,Red is an American novel.,0
1386,Hillary Clinton was fired from at least 2009 to 2013.,0
1387,Sons of Anarchy is non-fiction.,0
1388,Daz Dillinger is from California's neighboring state.,0
1389,Game of Thrones (season 1) is based on a novel.,1
1390,Connie Britton is a catapult.,0
1391,Anaconda is by a rapper.,1
1392,Friends with Benefits features Patricia Clarkson.,1
1393,"Graciosa, Canary Islands is located 2 km north of Lanzarote.",1
1394,"Benin has towns and villages, but lacks any cities.",0
1395,"Cleopatra speaks Egyptian, an ancient language, that dates back to ancient Egypt.",1
1396,Quincy Jones came to prominence in the Constitutional Convention.,0
1397,Jay Sekulow's nationality is American.,1
1398,Maria Sharapova held the title of the world No. 1 multiple times.,1
1399,Moana is an American film from 2016.,1
1400,Instant cameras use instant film.,1
1401,Horseshoe Falls is referred to as Canadian Falls.,1
1402,2001: A Space Odyssey was not financed by Metro-Goldwyn-Mayer.,0
1403,Donkey was created by an German cartoonist.,0
1404,School 2013 features Jang Nara.,1
1405,The Hobbit is in the format of a book.,1
1406,The Breakfast Club was directed by Angela Merkel.,0
1407,James McAvoy is a person who acts.,1
1408,Pirates of the Caribbean (film series) did not have a successful sequel.,1
1409,Eminem has sold more than 172 million albums.,1
1410,Radiohead has albums.,1
1411,Evil Queen (Disney) was animated by Walt Disney.,0
1412,Zeus is the child of Cronus and Rhea.,1
1413,Donnie Wahlberg is an American actor.,1
1414,Michael Gambon played Voldemort in six Harry Potter films.,0
1415,Vincente Minnelli is from America.,1
1416,Planet of the Apes was directed by Christopher Nolan.,0
1417,Bus Stop (1956 film) is a dramatic film.,0
1418,Matt Kuchar plays a sport professionally.,1
1419,Overwatch is a first person driving game.,0
1420,Malaysia's independence is unrecognized.,0
1421,"Richard Branson opened a chain of record stores on March 7, 1972.",1
1422,Funny or Die produces Billy on the Street.,1
1423,Memento depicts the story of a man who has excellent memory.,0
1424,"In 2012, actress Connie Britton received two award nominations for television acting.",1
1425,Tyne Daly is a performer in The Seagull.,1
1426,The Dark Knight did not feature Ledger as the Joker.,0
1427,Glee was a fim.,0
1428,Fifty Shades of Grey sold zero copies.,0
1429,Watchmen is a comic.,1
1430,Event management includes coordinating with vendors.,1
1431,True Blood is set outside of Louisiana.,0
1432,Tipper Gore was born in 1962.,0
1433,Tim Rice penned a rock opera with Andrew Lloyd Webber.,1
1434,Judith Quiney was the son of William Shakespeare.,0
1435,Grand Theft Auto clone is a type of closed world video game.,0
1436,The Minnesota Vikings are an American team.,1
1437,Volleyball is incapable of being considered a sport.,0
1438,Jim Henson founded the Jim Henson Company.,1
1439,Norway has reserves of fresh water.,1
1440,Colombia is in North America.,0
1441,Superman was a single frame.,0
1442,Taiwan is not in East Asia.,0
1443,Radiohead plays alternative rock music.,1
1444,Alec Baldwin played a character created by Tom Clancy.,1
1445,The Beatles did not play in Liverpool.,0
1446,Brokeback Mountain is a 2009 film.,0
1447,Berlin is the name of a European book.,0
1448,Boris Karloff contributed to film and television.,1
1449,Bradley Cooper has yet to appear in a show created by Darren Star.,0
1450,Moana is a Polynesian island.,0
1451,Cleopatra's legacy has ceased.,0
1452,"Dan Martin was born in Ireland on August 20, 1986.",1
1453,Arrested Development follows characters.,1
1454,Hong Kong keeps a separate economic system from China.,1
1455,Outlander (TV series) is an adaptation of another tv series.,0
1456,A Game of Thrones is a true story.,0
1457,Led Zeppelin II is an album.,1
1458,Tim Rice wrote a 1970 rock opera with someone.,1
1459,Sheds can be large and wood-framed.,1
1460,Catching Fire was written by an author.,1
1461,Clocks are sold by Seiko.,1
1462,Ricin is harmless.,0
1463,Gabrielle Union did not begin her career in the 1990's.,0
1464,Kiefer Sutherland was in The Bay Boy (1984).,1
1465,"Oakland, California is an East Coast city.",0
1466,Monica Seles was the winner of nine Grand Slam singles titles.,1
1467,Dolly Parton didn't star in The Best Little Whorehouse in Texas.,0
1468,Seville has a metropolitan population of 1.5 million.,1
1469,Afghanistan is the source of only the Ghaznavid dynasty.,0
1470,Chris Brown is a German.,0
1471,Felicity Jones was incapable of portraying Jane Hawking.,0
1472,Jack Reacher includes a car chase sequence in which Tom Cruise performed his own stunts.,1
1473,Kajal Aggarwal starred in Naan Mahaan Alla.,1
1474,Leonardo da Vinci made discoveries in science.,1
1475,Lily Rabe appears in the film No Reservations.,1
1476,Transformers: Age of Extinction stars Liam Hemsworth as Optimus Prime.,0
1477,"Frank Ocean released Nostalgia, Ultra to critical acclaim.",1
1478,Miley Cyrus was not born in the nineties.,0
1479,Punk rock was made in the United States.,1
1480,Bradley Cooper did not play a rookie police officer in the crime drama The Place Beyond the Pines.,0
1481,Asia has a border with an ocean.,1
1482,Arnold Schwarzenegger was incapable of being involved with work by James Cameron.,1
1483,The Battle of Corinth was fought between cowboys and aliens.,0
1484,"Tatiana Maslany starred in Being Erica, a Canadian drama airing from 2009-present.",0
1485,Nikita is based on a film by Luc Besson.,1
1486,Paulo Dybala is Brazilian.,0
1487,Paris Hilton's debut single was a number 15 hit in Scotland.,0
1488,Harry Potter is based on novels.,1
1489,British Fantasy Award categories include Best Fantasy Novel.,1
1490,Courteney Cox has so far always been passed over for Golden Globe nominations.,0
1491,House of 1000 Corpses is a film.,1
1492,"Beverly Hills, 90210 addressed racism.",1
1493,Star Wars: Episode II – Attack of the Clones came out on Blu-ray in 2012.,0
1494,Davis Entertainment's divisions only produce television projects.,0
1495,Kmart has stores in operation in Guam.,1
1496,Seppuku is unmetathesized.,0
1497,Ariana Grande began her first world tour in 2013.,0
1498,The Hundred-Foot Journey (film) features an Indian actor who came into the world in 1950 in a prominent role.,1
1499,Neymar made his professional debut at an early age.,1
1500,Interstellar is an unadapted novel.,0
1501,Mexico independence was gained.,1
1502,Emma Thompson has never acted.,0
1503,Nina Simone currently lives in New York City.,0
1504,Steve Coogan is a person who acts.,1
1505,Blizzard Entertainment has always only been a film production company.,0
1506,Cher starred in a movie with another singer.,1
1507,"On the fifth season of a show, Lumen Pierce appears.",1
1508,Sally Field did not perform in Kiss Me Goodbye.,0
1509,Sparta won the Peloponnesian War.,1
1510,Buddhism practices include renunciation of things.,1
1511,Titus failed to gain control of Jerusalem.,0
1512,Steve Mouzakis was in the cast of a Spike Jonze film.,1
1513,Taylor Swift has sold millions of albums.,1
1514,Dennis Hopper has a posthumous credit in a drama that's been acquired for distribution by an American entertainment company.,0
1515,The Bravo Award is handed out by Cosmopolitan.,0
1516,Gregory Peck was in Roman Holiday (1953).,1
1517,The Jim Crow laws were enacted before the American Civil War.,0
