,claim,claim_veracity
334,Trey Gowdy said coronavirus shutdowns were suspicious and overblown.,0
335,All elective or non-emergency surgeries are banned to prioritize coronavirus treatments and prevent the spread.,0
336,U.S. House Speaker Nancy Pelosi was in Wuhan China in time to release the novel coronavirus and sabotage the U.S.-China trade deal.,0
337,U.S. House Speaker Nancy Pelosi was in Wuhan China six days after the impeachment proceedings against President Trump ended.,0
338,Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.,0
339,The U.S. CDC quietly updated their numbers in August to show that only 6% of all coronavirus deaths were completely due to the coronavirus alone,0
340,"Social media posts shared thousands of times and retweeted by President Donald Trump claim the U.S Centers for Disease Control and Prevention cut the national COVID-19 death toll by 94%, citing a CDC comorbidity chart.",0
341,"The CDC updated the COVID-19 number to admit that only 6% of all the 153,504 deaths recorded actually died from COVID-19.",0
342,"Either masks work or they dont; if masks work, then physical distancing and lockdowns are unnecessary.",0
343,"The RT-PCR test for the virus that causes COVID-19 detects human DNA on chromosome 8, therefore all tests will give a positive result",0
344,The Governor of Maine has ordered restaurant staff to wear dog cone-style face visors as a precautionary measure against COVID-19.,0
345,The greatest trick the U.S. CDC ever pulled was convincing the world you can be sick without having symptoms.,0
346,"The survival rate of COVID-19 is close to 100% without a vaccine, so what exactly will the purpose of the new vaccine be?",0
347,Misleading claims about COVID-19 vaccine spread by Plandemic video,0
348,"Photos show Democratic presidential nominee Joe Biden and his running mate, Sen. Kamala Harris, are not abiding by public health recommendations regarding face masks.",0
349,"Facebook posts shared tens of thousands of times during the Democratic National Convention criticize Joe Biden, Kamala Harris, and other top Democrats for appearing in a crowd without masks.",0
350,"Hydroxychloroquine is why Uganda, with a population of 43M, has only 15 COVID-19 deaths.",0
351,The overall lethality of COVID-19 (infection fatality rate) is about 0.1% to 0.3% and thus in the range of a severe influenza; up to 60% of all persons may already have a certain cellular background immunity to the new coronavirus due to contact with previous coronaviruses (i.e. cold viruses); there is still little to no scientific evidence for the effectiveness of cloth face masks in healthy and asymptomatic individuals,0
352,Our chance of not dying from COVID-19 is 99.96%,0
353,Would you take a vaccine with a 33% death rate to feel safe from a virus with a 0.06% death rate?,0
354,"Sweden has a lower COVID-19 death rate than Spain, Italy and the U.K., even though it never had a lockdown",0
355,"A large, country-randomized controlled trial with 2.7 billion people shows that COVID-19 patients treated with hydroxychloroquine have a 79.1% lower death rate",0
356,"Posts shared thousands of times on social media claim Legionnaires disease, a serious type of pneumonia, can be contracted through reusable face masks, implying that it could be mistaken for COVID-19.",0
357,Social media posts shared thousands of times attribute comments criticizing coronavirus measures to Fox News host Tucker Carlson.,0
358,An image appearing to be an publication by the World Health Organization (WHO) shows that the global health body does not recommend mask-wearing during the COVID-19 pandemic.,0
359,"If masks were effective and necessary, non-mask wearers should be dead by now",0
360,A Facebook post shared thousands of times claims the United States has reached herd immunity for COVID-19.,0
361,"We cant make a vaccine that works for flu, no vaccine for the respiratory syncytial virus (RSV), and we cant cure cancer. Yet somehow scientists can make a vaccine for COVID-19 in six months?",0
362,"Hydroxychloroquine, azithromycin and zinc cure COVID-19",0
363,"Facebook posts shared thousands of times claim Washingtons mayor exempted members of Congress from a 14-day quarantine after they traveled to the funeral of civil rights icon John Lewis in Georgia, which the city considers a high-risk state for the coronavirus.",0
364,"Herman Cain, one-time Republican presidential candidate, died of colon cancer, not COVID-19.",0
365,"The truck depicting the god of death Anubis is aimed at testing and then infecting people, which eventually ends with human microchipping.",0
366,A group called Americas Frontline Doctors are featured in viral video claiming hydroxychloroquine cures COVID-19.,0
367,"Stella Immanuel claims that the drug combination of hydroxychloroquine, zinc and azithromycin is a cure and preventative for COVID-19 and that people dont need to wear masks or practice physical distancing in a Breitbart video featuring a group called Americas Frontline Doctors.",0
368,Wearing a face mask to slow the spread of COVID-19 could cause Legionnaires disease.,0
369,The nasal swab test for COVID-19 damages the blood-brain barrier and can therefore lead to brain infections.,0
370,The Centers for Disease Control and Prevention made a mistake and has lowered its COVID-19 case count in Florida.,0
371,A Facebook video claims that a new oral spray deactivates 98% of the coronavirus in the mouth. This effect is believed to be partly due to the ability of trypsin to sever proteins on the surface of the SARS-CoV-2 virus.,0
372,5G generates the coronavirus SARS-CoV-2 in human skin cells.,0
373,A mobile COVID-19 testing station bears a logo that depicts an ancient deity of death.,0
374,"Masks do nothing to prevent the spread of pathogens, including SARS-CoV-2, and cause oxygen deficiency",0
375,Facebook posts shared thousands of times claim that the US Federal Emergency Management Agency (FEMA) is offering hazard pay compensation to individuals who worked during the novel coronavirus pandemic.,0
376,5G technology creates coronavirus in human cells,0
377,US Education Secretary Betsy DeVos said children are stoppers of coronavirus.,0
378,Video says face masks are ineffective in mitigating transmission of COVID-19 and are harmful to the wearer.,0
379,"Photo shows former President Barack Obama, Dr. Anthony Fauci and Melinda Gates at the Wuhan lab in 2015.",0
380,"A photo claims to show Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015.",0
381,Claim that Secretary of Education Betsy DeVos said only .02% of kids are likely to die when they go back to school during the pandemic.,0
382,The U.S. government has approved a second round of coronavirus stimulus payments to everyone who signs up  and that the money will be forthcoming in 5-7 business days.,0
383,Deaths from COVID-19 are nearing zero in the U.S.,0
384,Using nasopharyngeal swabs for COVID-19 testing is unnecessary; saliva samples from mouth swabs is an equivalent substitute,0
385,Articles shared hundreds of times on Facebook in multiple countries claim that holy communion has been banned in Toronto as part of the Canadian citys response to the coronavirus pandemic.,0
386,Nasal swabs used to obtain samples for COVID-19 tests reach the blood-brain barrier and may damage it.,0
387,A spike in COVID-19 cases in the U.S. seen in June 2020 is due to increased testing.,0
388,No one has died from the coronavirus; there are no antibodies that identify SARS-CoV-2; pathologists have no means of verifying whether a person was infected with SARS-CoV-2; SARS-CoV-2 has not fulfilled Kochs postulates.,0
389,"Infant deaths decreased dramatically during the lockdown, when the number of vaccines administered was reduced; vaccines are a cause of sudden infant death syndrome",0
390,Face masks dont protect against covid19 and other viruses.,0
391,Antibodies for the common cold produce a positive COVID-19 test. False-positive results from COVID-19 antibody testing are behind the COVID-19 cases reported in the U.S.,0
392,Ghislaine Maxwell  the recently arrested associate of Jeffrey Epstein  has tested positive for COVID-19 while in jail.,0
393,U.S. hospital laboratories falsify COVID-19 tests to inflate the number of positive results. Nurses sent unused swabs for COVID-19 testing and they all came back positive.,0
394,Gas sensors show that wearing a face mask leads to oxygen deficiency and carbon dioxide toxicity.,0
395,The reason why the COVID-19 mortality rate and cases have decreased is due to preexisting immunity from T cells,0
396,"The U.S. went from 75,000 flu deaths last year in America to almost 0; are there allocation games being played to manipulate the truth?",0
397,Some mouthwashes could help curb coronavirus,0
398,The World Health Organization confirmed that the coronavirus is no more deadly or dangerous than seasonal flu,0
399,The U.S. CDC said that the virus which causes COVID-19 was never airborne; masks are therefore worthless,0
400,Fewer flu cases being recorded this year because these cases are being diagnosed as COVID-19,0
401,Anthony Fauci co-authored a study published in 2008 showing that Spanish flu deaths were due to bacterial pneumonia from wearing face masks,0
402,The World Doctors Alliance claims that COVID-19 is a type of flu and is not a pandemic; that PCR tests are up to 94% false positive; that only 98 COVID-19 related deaths have been reported in Ireland,0
403,"A CDC study published in September 2020 showed that more people wearing masks had COVID-19, therefore masks dont work or make us more likely to catch COVID-19",0
404,The novel coronavirus that causes COVID-19 is a normal flu virus.,0
405,The genomic sequences of coronaviruses that support the hypothesis that the virus arose naturally are all fabricated and dont actually exist,0
406,Mortality in the U.S. this year is not materially different from the previous 5 years,0
407,"If face masks work to protect us from viral respiratory illnesses like COVID-19 and the flu and weve been walking around in them for months, then why would anyone need a flu shot right now?",0
408,The U.S. government has released their initial plans to force a vaccine on everyone; three potential vaccines are currently in Stage 3 trials in the U.S. and could be ready in weeks,0
409,The Trump campaign sent out fundraising email asking to help the presiden after he was diagnosed with COVID-19.,0
410,"Florida, Georgia,Idaho, South Dakota & Tennessee are now mask free!!!",0
411,COVID-19 is less deadly than seasonal flu,0
412,"COVID-19 mortality rates are very low, therefore COVID-19 is not an important public health concern; if you are 70+ years old, you have a 0.054% chance of dying from COVID-19",0
413,More babies die by abortion in two days than all the coronavirus deaths thus far,0
414,Hydrogels are part of the genome-modifying COVID-19 mRNA vaccines delivery system and will connect you to the internet,0
415,"Masks are dirty and cause bacterial overgrowth, skin infections, and mask mouth, which is a new medical condition caused by wearing masks all day",0
416,The U.S. CDC encourages the use of a [COVID-19] flu shot on children.,0
417,Why are we wearing masks for COVID-19 when we dont wear masks for flu and TB which also kill a lot of people?,0
418,Coronavirus was created in Wuhan lab and released intentionally.,0
419,"If you decide you dont want the COVID-19 vaccine, the military will help convince you.",0
420,There is no second wave of COVID-19; this second wave is really just the normal flu/common cold season that happens every year,0
421,Genetic evidence within the Spike gene of the SARS-CoV-2 genome suggest that the virus is a product of genetic manipulation,0
422,"Cloth masks cannot block smoke particles which are larger than viruses, so masks cannot stop the spread of the virus",0
423,PGA golfer Bubba Wallace wrote Facebook post that criticizes measures taken to mitigate the spread of COVID-19.,0
424,The World Integrated Trade Solutions (WITS) website shows that COVID-19 test kits were being sold in 2017 and 2018,0
425,COVID-19 case numbers in the U.S. are inflated due to the high sensitivity of the RT-PCR diagnostic test,0
426,Facebook posts shared in at least three countries as scientists work to develop a COVID-19 vaccine claim to offer a legal way to refuse vaccination.,0
427,Wisconsin is clearly seeing a decline in COVID infections.,0
428,Facebook posts claim a child who is infected with the novel coronavirus will be taken to a hospital unaccompanied.,0
429,Indias Ministry of Home Affairs banning citizens from posting about the new coronavirus on social media.,0
430,"42 Democratic senators, plus two Independents, voted against sending direct payments to Americans as part of the coronavirus economic stimulus package.",0
431,The photo of a vaccine for canine coronavirus proves that a vaccine exists for the novel coronavirus that causes COVID-19.,0
432,A picture of a reporter in protective medical gear is an example of how the American media hypes the COVID-19 pandemic.,0
433,"A photo taken by a journalist showing a beach in Jacksonville, Florida, isnt from after the government reopened the beach as news reports have claimed.",0
434,News photo from stay-at-home protest was doctored to add Confederate flag.,0
435,"Says a photo shows the SAME EXACT PEOPLE at two different beaches in Los Angeles County and Jacksonville, Florida.",0
436,My wife is suffering from coronavirus and she is pregnant. The doctor said she wont survive it.,0
437,A Democratic attack ad said Trump shipped 17 tons of medical supplies to China.,0
438,The COVID-19 virus cannot spread in areas sprayed with eucalyptus oil vapor.,0
439,Goodwill Industries International has fired all its employees because of the coronavirus pandemic.,0
440,Says Wisconsins in-person election has caused a surge in new coronavirus cases,0
441,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,0
442,Trumps claim that Obamas handling of the 2009 swine flu pandemic was a disaster.,0
443,"House of Representatives Speaker Nancy Pelosi posted and deleted a video on her Twitter account, in which she calls on people to visit Chinatown in San Francisco.",0
444,"House Speaker Nancy Pelosi delete a February 24, 2020, video of herself from Twitter in which she encouraged people to visit Chinatown in San Francisco.",0
445,The Food and Drug Administration (FDA) authorized Bodyspheres two-minute COVID-19 testing kit.,0
446,"Posts shared more than 2,000 times on social media appear to show a 2009 tweet from Donald Trump criticizing then-president Barack Obamas handling of the H1N1 pandemic and placing ALL responsibility on presidents in a crisis.",0
447,Amazons Alexa says the government released the coronavirus.,0
448,"In the United States, there are 360,000 (deaths) a year from swimming pools. But we dont shut the country down for that.",0
449,Hospitals compensated 15% more for COVID-19 patients under the stimulus package and New York City hospitals are inflating their coronavirus numbers.,0
450,A video argues that the pandemic could have resulted from the accidental or intentional release of either a natural virus under study or an artificial virus that was bioengineered (manmade).,0
451,Says Democrats are on vacation until May 4 and refuse to come back to sign a bill to help small businesses.,0
452,"This is COVID-19, not COVID-1, folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that.",0
453,Thieves are handing out chemically doused face masks to knock people out before robbing them.,0
454,Economic stimulus payments to U.S. citizens will either reduce future tax refunds or will have to be paid back.,0
455,"Valley County, Montana, mandated pink arm bands for residents who had submitted to quarantine protocol.",0
456,"Gov. Andrew Cuomo was simply saying if we can share 20 percent of your excess, your non-used ventilators, to help people in other parts of the state on a voluntary basis, that would be great. Of course, there was a reaction to that, which was not positive.",0
457,Trumps claims about how quickly WHO acted to announce human-to-human transmission,0
458,Video shows an orangutan who started washing its hands after watching the zookeepers do so during the coronavirus pandemic.,0
459,"The news media has tried to pass off one mans death, attributed to complications from COVID-19, as two separate cases.",0
460,Michigan Governor Gretchen Whitmer bans buying US flags during lockdown.,0
461,"The president looks like he was ahead of the curve  as you know, he talks about this all the time  on shutting down travel from China.",0
462,Joe Diffies death was labeled as a COVID-19 death and it wasnt!,0
463,Trump says that as president he has total authority to re-open states amid the COVID-19 pandemic.,0
464,"Average American has less than two-tenths of one percent chance of getting coronavirus, and thus public health officials overreacted to the pandemic.",0
465,"Trump claims it is the decision of the President, not governors, to open up the states.",0
466,"The US $1,200 coronavirus relief checks this year are just an advance on your next tax return.  Next year, youre automatically going to owe $1,200 come tax season.",0
467,Says American NIAID director Dr. Anthony Fauci stands to lose 100 million dollars on Bill Gates vaccine for the coronavirus. Because he invested in this vaccine.,0
468,Numbers in a photo about death tolls from COVID-19 show that the pandemic is a con.,0
469,Michigan Gov. Gretchen Whitmer banned sale of American flags during COVID-19 pandemic.,0
470,A photo shared thousands of times on Facebook claims to show the throat of a novel coronavirus patient.,0
471,COVID-19 stimulus checks are an advance on 2020 tax refunds.,0
472,Dr. Anthony Fauci was telling people on February 29th that there was nothing to worry about and it posed no threat to the US public at large.,0
473,Calling 1-800-382-5277 or 1-800-746-6373 gives Americans information on their coronavirus stimulus checks.,0
474,Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,0
475,Mosques allowed to stay open in the US during the coronavirus epidemic while churches are forced to close.,0
476,15 major global pandemics all originated in China.,0
477,President Donald Trump referred to the coronavirus as a hoax or political conspiracy.,0
478,Pentagon confirms coronavirus accidentally got into chemtrail supply train.,0
479,Chinas Communist government created the novel coronavirus in a laboratory and released it into the world as a deadly bioweapon.,0
480,Viral publication says a video shows a gay party in Italy few weeks before COVID-19.,0
481,"Per order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores.",0
482,Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.,0
483,Soap and hand sanitizer can be used to kill coronavirus in the body.,0
484,"Viral video with Dr. Shiva Ayyadurai proves Fauci, White House and others are members of deep state.",0
485,Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,0
486,"Church services cant resume until were all vaccinated, says Bill Gates.",0
487,COVID-19 mass vaccine in Senegal that began in West Africa killed the first seven children who received it.,0
488,CDC admitted to lying about COVID-19 death stats.,0
489,Top German virologist Jrgen Rissland recommended drinking whiskey to combat COVID-19.,0
490,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,0
491,"COVID-19 causes prolonged and progressive hypoxia (starving your body of oxygen) by binding to the heme groups in hemoglobin in your red blood cells. People are simply desaturating (losing O2 in their blood), and thats what eventually leads to organ failures that kill them, not any form of ARDS or pneumonia.",0
492,COVID-19 vaccine trial killed 7 children in Senegal.,0
493,U.S. Speaker of the House Nancy Pelosi said she wont pass new economic stimulus package unless senior citizens are excluded.,0
494,"Social media posts recommend tonic water and zinc as a cure for a novel coronavirus infection, as the drink contains quinine, whose synthetic relative hydroxychloroquine is on trial as a COVID-19 treatment.",0
495,US arrests the man who created Covid-19.,0
496,"India is suing Microsoft founder Bill Gates because of his vaccine against coronavirus that killed 77,000 girls.",0
497,Coronavirus will be exterminated if lockdowns are lifted.,0
498,The number of deaths from COVID-19 are exaggerated.,0
499,Michigan governor violated social distancing order while signing stay-at-home order.,0
500,Posts claim that the speaker of the Winsconsin state assembly Robin Vos wore protective gear that election workers he forced to work  do not have.,0
501,5G exposure/radiation pollution compromises the structure and function of hemoglobin in cells and worsens COVID-19 pandemic.,0
502,"A video has been viewed tens of thousands of times on Twitter, Facebook and YouTube alongside a claim that it shows the US Federal Bureau of Investigation (FBI) raiding a synagogue that was used to hoard face masks and other medical equipment.",0
503,Steam from boiling oranges kills COVID-19.,0
504,Everyone is only dying of coronavirus now.,0
505,"Facebook posts claims the Asian, Hong Kong, swine and bird flus each killed more people than coronavirus.",0
506,Queen Elizabeth said Philippine President Rodrigo Duterte is the kind of leader who knows the way  Filipinos are very lucky to have him.,0
507,A photo shows South Carolina after stay-at-home orders were announced.,0
508,The Obama administration left President Donald Trump with a stockpile with a cupboard that was bare.,0
509,Same little boy died of COVID-19 in three different countries. Still dont believe the media is #fakenews?,0
510,The North Carolina and Virginia State line is closed. Nothing in or out.,0
511,A poem about people staying home was written by Kathleen OMara in 1869.,0
512,59 people die as pastor gives them Dettol to drink in church to prevent coronavirus.,0
513,"Asian flu, Hong Kong flu, swine flu and bird flu killed more people than coronavirus has today. And that the government never shut down anything for those.",0
514,"Claim that televangelist Pat Robertson said some young people are doing all kinds of unnatural things with their sex organs. When people do that, they transfer all kinds of chemicals from ladies private parts and thats where I think the (corona)virus came from.",0
515,People are handing out masks doused with chemicals which knocks you out cold so they can rob you.,0
516,"Former NYC Mayor Rudolph Giuliani said he bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine in early February.",0
517,Coronavirus is fake or a made-up ploy by 5G.,0
518,Photo of a mannequin being wheeled into a hospital shows the COVID-19 coverup.,0
519,Hospital is caught using a dummy in pandemic footage.,0
520,"In Italy, they have thrown their money on the streets. A clear message to the whole world that money is not enough when health is in danger.",0
521,Coronavirus death toll in the U.S. is inflated by inclusion of unrelated deaths.,0
522,President Trump has repeatedly touted the anti-malarial medications hydroxychloroquine and chloroquine as the much-needed solution to covid-19,0
523,"Social media posts shared tens of thousands of times claim White House adviser Dr. Anthony Fauci stands alone in insisting hydroxychloroquines effectiveness against COVID-19 is unproven, while Italy, France, Spain and Brazil say it works.",0
524,Says 44 US senators voted NOT to send stimulus checks.,0
525,The NBA is asking President Donald Trump to resign or well never play again.,0
526,President Donald Trumps statement that lupus patients are not vulnerable to COVID-19 is not true.,0
527,New data shows that 21 million Chinese died from the coronavirus.,0
528,Suggestion that Trump urged sick people to get out and vote during COVID-19 pandemic.,0
529,"Ron Johnson said Americans should go back to work, because death is an unavoidable part of life.",0
530,North Carolina hospital beds are typically 85% full across the state.,0
531,"Weve got to give the American public a rough estimate of how long we think this is going to take, based mostly on the South Korean model, which seems to be the trajectory that we are on, thankfully, and not the Italian model.",0
532,Says the U.S. is developing an antivirus that includes a chip to track your movement.,0
533,"Big Pharma, Dr. Anthony Fauci and Bill Gates want to ban hydroxychoroquine.",0
534,The Chinese Communist Party is using Zoom as a way to spy on our citizens.,0
535,Photo on biography of a boy who died from coronavirus.,0
536,Joe Exotic tests positive for coronavirus in prison. Its been confirmed.,0
537,Walmart has adopted staggered shopping days based on age in response to the pandemic.,0
538,"We were slow with the testing, but very quick with the travel ban. And thats been much more critical in saving lives.",0
539,Walmart is adopting a staggered schedule due to the coronavirus.,0
540,Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,0
541,Israeli recipe for lemon and bicarbonate drink is a coronavirus cure.,0
542,Video claiming you cant catch coronavirus.,0
543,"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.",0
544,In New York every contaminated corpse belongs to the state and will be incinerated without any wakes or memorial services to pay your last respects.,0
545,Says Goodwill used the pandemic to fire all of their employees instead of laying them off.,0
546,Goodwill laid off all employees due to COVID-19.,0
547,Says video shows the Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.,0
548,Trumps claim that he imposed the first travel ban on China.,0
549,Audio of Biden calling the coronavirus a hoax.,0
550,"If you line up all the countries that have done (Covid-19) testing on a per-capita basis, were [the US] at the bottom of the list.",0
551,Rivers in Oklahoma are full of catfish carrying the virus.,0
552,Governors across the U.S. are announcing that the current school year will be repeated due to coronavirus school closings.,0
553,A video purportedly showing COVID-19 victims in body bags strewn across the floor of a New York hospital was shared several thousand times in multiple languages on social media.,0
554,"Facebook posts shared thousands of times feature a video of U.S. officials talking to reporters, with captions claiming they are announcing the arrest of a Chinese scientist.",0
555,Coronavirus does not cause a runny nose; is killed by temperatures above 26 degrees; causes lung fibrosis within days of infection; can be diagnosed by holding your breath for 10 seconds; and can be cured in the early stages by drinking plenty of water.,0
556,The coronavirus has been released by China [] it was purposely propagated by the Chinese themselves.,0
557,Alkaline diet protects against the coronavirus.,0
558,A series of statements by Joe Biden claiming he called for action before he did,0
559,Empty hospital lots and waiting rooms are indicative of a coronavirus hoax.,0
560,"Now, theyre doing tests on airlines  very strong tests  for getting on, getting off. Theyre doing tests on trains  getting on, getting off.",0
561,Missouri students will have to repeat the school year because of COVID-19 school closings.,0
562,NYT invented the video of a doctor fighting coronavirus in hospital.,0
563,Thousands of Facebook users in the United States are sharing 1-800 numbers that are supposed to help track stimulus payments promised by the federal government under a novel coronavirus economic aid package.,0
564,"The army is patrolling all the streets, towns and villages in Ireland.",0
565,Says theres an 800 number you can call to track the status of your stimulus check.,0
566,"If you ask Amazons Alexa about the origin of the coronavirus pandemic, it says the government planned it.",0
567,"Social media posts shared thousands of times advocate 10 methods to prevent a novel coronavirus infection, citing recommendations allegedly stemming from autopsies on COVID-19 victims, including in China, where the virus first emerged.",0
568,"Posts on social media claim there is a US patent for the novel coronavirus and a European patent for a vaccine, citing specific patent numbers.",0
569,Video tries to show coronavirus is fake and not dangerous.,0
570,Students in America have to repeat the same grade next year.,0
571,Lemon juice and bicarbonate mixture prevents and cures COVID-19 in Israel.,0
572,Coronavirus is caused by 5G.,0
573,Says certain states are banning the sale of alcohol.,0
574,We inherited a broken test for COVID-19.,0
575,World Economic Forum is a fascist cabal manipulating coronavirus.,0
576,Big Pharma is behind COVID-19 deaths.,0
577,CBS aired wrong video footage of a coronavirus hospital.,0
578,COVID-19 is a hoax or scapegoat for economic disaster.,0
579,Taking a flu shot causes false positive results on COVID-19 tests.,0
580,Says Nancy Pelosis daughter is on the board of the Kennedy Center so thats why it was so important to send them all that money.,0
581,Whether microwaving face masks sanitizes them.,0
582,Did Kennedy Center give DNC $5 million after getting relief from coronavirus stimulus?,0
583,COVID-19 not being blamed for deaths due to unrelated causes.,0
584,"President Donald Trump claims he didnt say that some of the medical equipment that governors are requesting, they dont actually need.",0
585,"CEOs got advance notice of COVID, then resigned to dump stock.",0
586,Queen Elizabeth tests positive for COVID-19.,0
587,Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks everywhere.,0
588,Says a 5G Law Passed while everyone was distracted with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.,0
589,"Posts shared more than 20,000 times on Facebook feature a photo of a crying child and two others showing a woman and a man in hospital beds, claiming that the boys parents are infected with the novel coronavirus",0
590,"Says for otherwise healthy people experiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis  only high temperatures kill a virus, so let your fever run high, but not over 103 or 104 degrees F.",0
591,Pictures and reports of empty hospitals prove COVID-19 spread is fake crisis for real government planned agendas.,0
592,Whether CDC had scheduled announcement that all should wear masks for everyday life.,0
593,If Florida banned alcohol sales due to coronavirus.,0
594,Posts on social media claim that a Spanish biological researcher called on international soccer stars Cristiano Ronaldo and Lionel Messi to find a cure for COVID-19 since they earn much more money than scientists.,0
595,"Boil weed and ginger for COVID-19 victims, and the virus will vanish.",0
596,Theyre furloughing nurses in hospitals in western New York state.,0
597,Whether coronavirus began with man having sex with a bat.,0
598,Heres the problem  we are testing people for any strain of a coronavirus  not specifically for COVID-19. There are no reliable tests for a specific COVID-19 virus.,0
599,Whether countries with high rates of childhood vaccines were hit hardest by coronavirus.,0
600,NY banned cigarette sales because of the coronavirus.,0
601,"Video of a waitress saying, I lost my job. But Ill sleep better knowing that the coronavirus relief bill included funding for the Kennedy Center, refugee resettlement, PBS, and congressional salaries",0
602,"There was no effort to get American experts into China after it announced the coronavirus, and we had one person in-country (and Trump) pulled him out of the country.",0
603,If Queen Elizabeth II tested positive for coronavirus.,0
604,Coronavirus has been found in crab legs.,0
605,A video of body bags being dumped in a ditch shows the situation in Italy due to the coronavirus.,0
606,Mainstream media used a photo from a 2017 movie as an image for Italys coronavirus morgue.,0
607,Biden claims that Trump did not try to get medical experts into China.,0
608,Illuminati controlled U.S. government; coronavirus caused by 5G.,0
609,President Trump did sign a 5G bill but exposure effects are misleading.,0
610,Health care workers union suddenly finds a stash of 39 million face masks.,0
611,"Speaking of his restriction on travel from China, President Donald Trump claims",0
612,Should you take Ibuprofen to treat a fever from the coronavirus?,0
613,Posts on social media claim that no Democrats voted for the the stimulus package to help American families during the novel coronavirus crisis.,0
614,Ibuprofen ramps up coronavirus 10 times.,0
615,A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.,0
616,Hospitals dont allow parents to visit children with COVID-19 in the hospital.,0
617,Children will be separated from parents for coronavirus treatment.,0
618,Congress included include a raise for themselves in the coronavirus stimulus package.,0
619,Leave objects in the sun to avoid contracting the coronavirus.,0
620,Nevada Governor Steve Sisolak has banned the use of an anti-malaria drug that might help cure coronavirus.,0
621,"if your child gets this virus, theyre going to the hospital alone in a van with people they dont know, to be with people they dont know. You will be at home without them in their time of need.",0
622,Tanks are coming into U.S. towns in advance for martial law,0
623,A photo of a couple locked in an intimate embrace with their face masks lowered has been shared in Facebook posts that claim they were nurses who were treating COVID-19 patients in an Italian hospital.,0
624,COVID literally stands for Chinese Originated Viral Infectious Disease.,0
625,A post shared thousands of times on Facebook during the COVID-19 pandemic says disposable surgical masks should be worn colored side out if a person is sick.,0
626,Facebook user Chase Michael Morris predicted coronavirus pandemic.,0
627,[SARS-CoV-2] is spreading quickly from gas pumps. Shopping carts as well.,0
628,"New York Governor Andrew Cuomo rejected buying the recommended 16,000 ventilators in 2015 for a pandemic, and established death panels and lotteries instead. So he had a chance to buy, in 2015, 16,000 ventilators at a very low price, and he turned it down.",0
629,Trump web ad usings misleading edits to create a false picture.,0
630,Facebook posts featuring a photo of ventilators in the U.S. state of New York claim the devices are stuck in a warehouse.,0
631,Wisconsin Governor Tony Evers is pushing firearm confiscation orders.,0
632,There is no coronavirus. The Chinese were secretly working on a biological agent that was supposed to make protesters docile and obedient.,0
633,"Says that under order from Gov. Tony Evers, he and his eight children cant legally have dinner together anymore.",0
634,Deaths blamed on coronavirus are actually due to the flu.,0
635,Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.,0
636,Says Nancy Pelosis coronavirus bill includes tax credits for solar and wind energy  retirement plans for community newspaper employees  $300 million for PBS  climate change studies and more.,0
637,The names of coronavirus victims have been published online in media.,0
638,Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.,0
639,President Donald Trump will announce that a scientist finally found a vaccine to cure coronavirus.,0
640,Gargling with warm water and salt or vinegar eliminates the coronavirus.,0
641,Roche has developed a COVID-19 vaccine.,0
642,Special military helicopters will spray pesticide against the coronavirus in the skies all over the country.,0
643,A photo showing Ugandas first case of COVID-19.,0
644,Getting a flu shot increases the risk of coronavirus by 36%.,0
645,Putin has stated,0
646,Does vaping reduce your chances of getting the coronavirus?,0
647,The CDC now says that the coronavirus can survive on surfaces for up to 17 days.,0
648,Whether 60 Democrats voted against coronavirus stimulus bill.,0
649,"Social media posts attribute a list of points about the novel coronavirus to Johns Hopkins, a leading source of information on the virus.",0
650,Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of the novel coronavirus.,0
651,Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!,0
652,Russian President Putin released 500 lions onto the streets to keep people indoors.,0
653,Study suggests malaria drug can treat coronavirus.,0
654,President Trump refers to the coronavirus as a hoax in an audio clip.,0
655,An audio message lists five ways people can prevent the novel coronavirus.,0
656,"This lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.",0
