,claim,claim_veracity
834,STUNNING TESTIMONY On The Devastation Illegal Immigration Brings To Black America ,0
835,Key justice Kennedy wavers as Supreme Court confronts abortion,1
836,U.S. top court puts some limits on contractor fraud lawsuits,1
837,Trump administration to review dozens of U.S. national monuments,1
838,Wilbur Ross sees 'genuine' national security concern on steel,1
839,French government dampens Corsican nationalists' autonomy hopes,1
840,THIS 21 YEAR OLD TEXAN WOMAN GETS IT: “Put Me In Charge!”,0
841,Kenyan police fire teargas at Supreme Court protesters,1
842,Clinton will call for stricter 'rules of origin' at Ohio campaign stop,1
843,Obama budget to adjust health insurance 'Cadillac tax': adviser,1
844, trump's conflicting views on obama dreamer policy,1
845,ICELAND PROUDLY CLAIMS TO HAVE “ERADICATED” Down Syndrome…In Most Gruesome Way Imaginable,0
846,TPP countries to discuss agreement in principle on trade deal: Japan,1
847,IS HILLARY’S CAMPAIGN In YUGE Trouble? SHOCKING Statistics Show Number Of Votes In 2016 WAY DOWN From Election She LOST In 2008,0
848,"Blue-collar Democrats to party: It's still the economy, stupid",1
849, o’reilly gets his a*s handed to him after whitesplaining trump to black guests,0
850," Trump Is Now Becoming Chris Christie’s Sugar Daddy, And Yes, It’s As Weird As It Sounds",0
851,"'God bless you', Netanyahu tells Guatemalan president over Jerusalem embassy move",1
852,Top tech executives to attend Trump summit on Wednesday: Recode,1
853,"While LIBERAL MEDIA Promotes Hillary, Big Endorsements And Surprising Polls Roll In For Bernie Sanders",0
854, New RNC Hispanic Outreach Head’s Humiliating First Job Is To Delete All Of Her Anti-Trump Tweets,0
855, TV Host Rips Anti-Gay Christian Leader To Shreds For Using Religion To Excuse Bigotry ,0
856,"Britain in 'front seat' for U.S. trade deal, top Republican says",1
857, Watch Bill Maher Absolutely WRECK Red State Voters For Putting Party Over Humanity ,0
858,"German killer nurse's suspected death toll rises above 100, police say",1
859,RIDICULOUS! MUSLIMS Chant “Allah” And Protest With Call To Prayer Inside Dallas Airport ,0
860,TRUMP INSIDER REVEALS Donald’s Top Pick For VP: Wants Someone He “can live with for eight years” ,0
861, White Supremacist GOP Congressman Says Colleagues Are ‘Patting Him On The Back’ For Racist Tweets,0
862,Attorney General Sessions steps up anti-'sanctuary' rhetoric after setbacks,1
863,JESSE WATTERS Confronts Leftist Bully Who Harassed Ivanka Trump On Plane ,0
864,Here Are 12 Tweets Trump DEFINITELY Regrets Sending,0
865,GOVERNMENT GONE WILD: NY Man Return From Hospital To Find His Home Demolished By City,0
866,australian senator forced to resign only two days after video of her breastfeeding while giving speech in parliament goes viral,0
867,New U.S. travel ban to spare green card holders: Trump official,1
868,BREAKING: Megyn Kelly To CNN?,0
869,Catalan pro-independence parties working on independence declaration: El Mundo,1
870, Chris Cuomo SHREDS Republican For Ignoring This One Really HORRIFYING Factor Of Trumpcare ,0
871,EPA aims to end Trump's freeze on contracts and grants on Friday,1
872,"U.S. Treasury, Democrats concerned over Puerto Rico plan ",1
873,Peru and Colombia vow to stand with Mexico after row with Trump,1
874,War crimes court backs Burundi investigation,1
875,CUBA’S FIDEL CASTRO DIES…Hundreds Dance In The Streets…What Will Obama Do? ,0
876,Senate panel backs Trump National Security Adviser pick,1
877, CA Democrat Starts Petition Demanding Mental Evaluation Of Trump,0
878,DEMOCRAT THUGS VANDALIZE REPUBLICAN Offices Across Several States…Now Who’s “Deplorable”?,0
879,Kirkuk shaping up as flashpoint ahead of Kurdistan independence vote,1
880, Check Out CREEPY Announcement Made Before Trump Rallies For Dealing With Protesters ,0
881,Russia's Putin laments 'spymania' gripping Washington,1
882,Trump Presidency IMPLODES As 17 Top White House Officials BETRAY Him In EXPLOSIVE Report,0
883,CLINTON FAMILY REFUSES TO RETURN ‘Dirty’ Harvey Weinstein’s Money…You Won’t Believe Why,0
884,sarah huckabee-sanders mocks media for ignoring public testimony proving fake russian dossier was part of “witch hunt or hoax”,0
885,Biden urges U.S. business in Davos to lean on anti-gay states,1
886,"Trump moves ahead with wall, puts stamp on U.S. immigration, security policy",1
887,GRIFTER BILL CLINTON Pockets MILLIONS From Promoters Of Terrorism…Talk About Selling Your Soul To The Devil!,0
888,"India, China need to do more to avoid border disputes: India foreign secretary",1
889,AMERICA’S NATIONAL SECURITY COMPROMISED BY SEVERAL KEY OBAMA CABINET MEMBERS,0
890, Why Is Mitch McConnell Suddenly So Afraid To Declare War On ISIS?,0
891,Protests called after Porto court agrees woman's adultery was factor in attack,1
892,"Republican lawmaker Ros-Lehtinen, a Trump critic, to retire",1
893,Barely a quarter of Catalans want to pursue split from Spain: poll,1
894,CLUELESS HILLARY SUPPORTERS Endorse Karl Marx For Vice President ,0
895,YOU’LL NEVER GUESS WHAT’S PREDICTED FOR OBAMA’S GLOBAL WARMING PROMO TRIP TO ALASKA,0
896,Trump denies Tillerson threatened to resign: Twitter,1
897,Six bodies hung from bridges near Mexico's Los Cabos tourist resort,1
898,"Boeing, aerospace manufacturers back U.S. tax overhaul",1
899,Climate doubter Pruitt takes EPA reins as Trump targets regulations,1
900,Overcrowded Greek refugee camps ill-prepared for winter: UNHCR,1
901, Did Hillary Clinton Seriously Criticize Bernie Sanders’ Grandchildren? ,0
902,Putin says he doesn't know who hacked U.S. Democratic Party: Bloomberg,1
903,"UK PM May tightens grip over Brexit talks, appoints official as EU adviser",1
904,Senate begins debate on final Republican tax bill,1
905, Pathetic: Jeb Bush Gets His Mommy To Take On Bully Donald Trump ,0
906,U.N. council mulls call for U.S. Jerusalem decision to be withdrawn,1
907,New Zealand's kingmaker party defers govt decision until October 7,1
908,U.S. House approves $81 billion for disaster aid,1
909,Activist ire rises as Dakota pipeline review begins,1
910,"Trump officials brief Hill staff on Saudi reactors, enrichment a worry",1
911, Comey Drops BOMBSHELL On Sessions: I Don’t Want To Be Alone With Trump ,0
912,BOOM! Wikileaks Shows Hillary Speech To Bankers:”I would like to see more successful business people run for office…You can be maybe rented but never bought”,0
913,ANTI-GUN Zealot KATIE COURIC Hit With $12 MILLION Defamation Lawsuit By 2nd Amendment Group,0
914, Trump Signs Huge Saudi Arms Deal,0
915, Lewis Black SLAMS Cruz: He’s So Creepy That No One Notices He’s A Bully Too ,0
916,WHAT’S HILLARY HIDING? Hillary’s Campaign Dodges Questions About Goldman Sachs Speeches ,0
917,FCC media rule rollback could usher in TV station buying spree,1
918,Russian envoy to U.S. to inspect San Francisco consulate: RIA,1
919,A-List Fundraiser For Clintons In NYC Brings Out the Rich And Famous…But She’s Just Like You,0
920," Ted Cruz Reveals Paranoid Fantasy Involving Obama, A Chisel, And Arlington Cemetery ",0
921,CHICAGO TRUMP RALLY CANCELLED: Radicals And BLM Came Out To Riot Against The Free Speech Of Anyone BUT Them,0
922," highlights of trump's calls with leaders of mexico, australia",1
923,Obama hopes for quiet after White House but will defend 'core values',1
924,"Walmart, Target join call for 'Dreamer' legislation",1
925,Kurdish officials say thousands flee Kirkuk since Iraqi army takeover,1
926,Merkel gets strong backing from her party after talks fail,1
927,FOX LEGAL EXPERT CALLS OUT ‘PARTIAL’ MUELLER: Must Resign After Latest Hire Who Was Appointed by Obama ,0
928,James Clapper Himself Debunks “Russia Hacked US Election” Meme,0
929,Macau suspends pro-democracy lawmaker as critics protest,1
930, N.C. NAACP Plans Sit-Ins To Force Repeal Of Anti-Gay Law,0
931,Trump says 'something could happen' on climate accord,1
932,HOW DID HILLARY’S MUSLIM AIDE Get Security Clearance With VERY SHADY Terrorist Connections ,0
933,China says it supports Cambodia in pursuing its own development path,1
934,WATCH MAGA RALLY LIVE: President Trump Holds Massive Rally in Phoenix ,0
935,BREAKING: Philippines President Announces ‘Separation’ From U.S….Now Supporting THIS Super Power ,0
936," Three-Year-Old Dies After Finding Loaded Gun, Shooting Herself ",0
937, Bernie Sanders Releases Scathing Statement On Rick Snyder Over The Flint Water Crisis,0
938, Trump’s Latest Retweet Is Actually The Best Possible Metaphor For His Presidency ,0
939,"Defiant Syrian envoy blames West, Saudis and U.N. as peace talks end",1
940,Russian firefighters use helicopters to extinguish market fire,1
941,Pakistan police arrest dozens from Islamist party blocking entrance to capital,1
942,Average of polls puts New Zealand's ruling Nationals just ahead,1
943,Zimbabwe's Mugabe: Beware of death on road to presidency,1
944, Republicans Hilariously Go Ballistic Because ‘American Sniper’ Star Bradley Cooper Was At DNC Convention,0
945,Lebanon's Hariri signals may withdraw resignation next week - statement,1
946,CLUELESS? NEVADA POLL WORKERS BREAK THE LAW Wearing Illegal T-shirts,0
947,"Head of Afghan election body sacked, raising doubts over 2018 ballots",1
948,Greek top court clears way for U.S. extradition of Russian cybercrime suspect,1
949, ALAN DERSHOWITZ – SAD DAY FOR JUSTICE – BALTIMORE PROSECUTOR OVERCHARGED AND IDENTIFIED WITH PROTESTERS,0
950, This Sarah Huckabee Sanders Tweet About Attacking The FBI Hasn’t Aged Well,0
951,SHAME: Desperate Rubio Repeatedly Tries To Pin ALL Blame For 9/11 On Clinton,0
952, Two Dozen Cops Across Five California Precincts Had Sex With Teenager ,0
953,"Russia says close to Syria deal with Turkey, Iran",1
954,Skeptics Unconvinced After Release of Feds’ Latest Report On ‘Russian Hack of DNC’,0
955, Trump Says He Doesn’t Want Stars At Inauguration Because He Doesn’t Like Fancy Parties,0
956," FBI Turns Up No Evidence, Says Hillary Clinton Committed No Criminal Wrongdoing",0
957, Paul Ryan’s New Economic Plan Is Just Gawd Awful ,0
958,'Big question' is whether Rohingya can go home: U.N. refugee chief,1
959,REPORTER ASKS: Will Obama Golf Instead of Attend Scalia Funeral? ,0
960,New Venezuela oil boss to give military more PDVSA posts,1
961,THE U.S. IMPORTS MORE AFRICAN REFUGEES AS PLAGUE SPREADS THERE: Caused By Tradition Of Dancing With Corpses ,0
962,Turkey's aim in Syria's Idlib operation is to prevent clashes completely: minister,1
963,Pakistan's top diplomat pushes back on U.S. claims of militant support,1
964,Democrat And Media Allies Attempts To Crush Black GOP Candidate Backfire: Carson Beating Trump In Every National Poll,0
965,Goldman's Blankfein criticizes U.S decision to leave Paris climate deal,1
966,TRUMP TWEETS CRITICISM OF CHINA: Reminds The World “America-First” Is A Policy…Not A Suggestion,0
967,MADNESS IN THE STREETS: OVER 100 COPS HURT IN BALTIMORE AS OBAMA’S PLAN FOR CHAOS SPREADS,0
968,AG JEFF SESSIONS Warns Leakers…Taking Steps to Stop the Leaks that “Hurt Our Country” ,0
969,Mexico City gets unsteadily back on its feet after quake,1
970,BREAKING VIDEO: HILLARY CLINTON Seen Being Lifted Into Van After “Episode” ,0
971,"Australia urges strong, sustained U.S. engagement in Asia, warns on China",1
972,Pope faces diplomatic dilemma in Myanmar visit,1
973,"Obama names U.S. ambassador to Cuba, setting up confirmation fight",1
974,"Syria's Deir al-Zor air base working again: state media, monitors",1
975,"EU border controls could be extended in crisis, Commission says",1
976,"As Predicted, Google Fires Man Who Complained About Firm’s Repressive Political Culture",0
977, Conservatives Will HATE What Donald Trump Just Said About Planned Parenthood ,0
978,Trump vows appeal up to Supreme Court after loss on travel ban,1
979,Trump banking review raises fears for global standards talks,1
980, Hyperventilating Christians Freak Out Over Ban On Prayer At Phoenix City Council Meetings ,0
981, George Takei Has PERFECT Response To Trump’s Demand That ‘Hamilton’ Apologize To Mike Pence,0
982, Sarah Silverman And Bill Maher DESTROY ‘Fact-Free’ Republican Debate ,0
983,WHY THIS REPUBLICAN GOVERNOR Is Being Called “The Most Selfish Man In Politics” ,0
984,"Trump won with lowest minority vote in decades, fueling divisions",1
985,"Grand jury issues subpoenas in connection with Trump Jr., Russian lawyer meeting: sources",1
986,"Trump, Republicans set timeframe for introducing Obamacare replacement",1
987,OBAMA NOMINATES FIRST MUSLIM FOR FEDERAL BENCH: Can A Devout Muslim Rule Without Including Sharia Law In His Decision?,0
988, racist trump supporter who called michelle obama a ‘gorilla’ gets booted off school board,0
989,BREAKING: ELECTRONICS BANNED on Some U.S. Flights From Middle East…List of 9 Airlines and Airports Affected,0
990, Good ‘Christian’ Bristol Palin Responds To ‘Babygate’ Accusation With EXTREME Profanity And Guns ,0
991,No. 2 Senate Republican says Senate to probe Trump's wiretap claims,1
992,China state media says U.S. trade probe will hurt both countries,1
993,Oklahoma governor plans special session to fix budget shortfall,1
994,Pakistan debates how to fill education gaps,1
995, Bette Midler Sums Up The Republican Party In One Amazing Tweet Everyone Should Read ,0
996, Here’s Trump’s Hilariously Illegal Plan To Force Mexico To Fund His Border Wall,0
997, Leaked Secret Government Report Shows Massive Impact Of Climate Change On The United States,0
998,U.N.'s de Mistura: Next Syria peace talks in Geneva in January,1
999,Wife of detained Taiwan activist to attend his trial in China,1
1000, must this trump video may prove he’s finally lost his mind,0
1001,THE SMARTEST WOMAN In Politics: “How Trump Can Knock Out Hillary In The First Debate”,0
1002,Saudi Arabia swapping assets for freedom of some held in graft purge: sources,1
1003,Top Democrat says he hopes U.S. Senate at turning point on healthcare repeal,1
1004,MICHELLE OBAMA’S Middle East Speech: Compares Her Oppressive Childhood To Muslim Girls Living Under Sharia Law ,0
1005,Sessions releases heavily redacted record of foreign contacts,1
1006,HOLY CASH COW! Check Out How Much Wall Street Funneled Into HILLARY’s Foundation/Slush Fund,0
1007,SEAN HANNITY TAKES OFF THE GLOVES After “Hillary Supporter” Megyn Kelly Makes On-Air Crack About Him ,0
1008,THE REAL REASON JOE BIDEN HASN’T ANNOUNCED HE’S RUNNING YET: Reliable Investigative Reporter Shares The Disturbing Inside Scoop,0
1009,actor james woods shares hilarious video montage of reactions by so-called “journalists” to trump’s win on election night,0
1010,Syrian army and Iranian-backed militias push towards Idlib province,1
1011,MEDALS OF VALOR: President Trump Honored Agents and Officers Who Took Down Gunman at GOP Baseball Practice Shooting ,0
1012,"Kellyanne Conway: ‘Presidents aren’t judged by crowd sizes, but by their accomplishments’",0
1013,Oklahoma lawmakers pass bill to reduce feral hog population,1
1014, BREAKING: Lithuania Warns That Russia Is Preparing For War Against Europe,0
1015,Polish president signs judicial overhaul bills into law,1
1016,CO JUDGE REMOVES DAUGHTER From Mother’s Care For Making Comments To Other Adults About Chemtrails: ‘She is a danger to her daughter’,0
1017,Driver rams German party headquarters in apparent suicide bid,1
1018,Kremlin says White House line on sanctions is contradictory,1
1019,Son of Thailand's ex-PM Thaksin charged with money-laundering,1
1020,"FLASHBACK: MALCOLM X On Blacks Who Keep Voting For Democrats Who Lie To Them: You’re not only a chump, but you’re a traitor to your race”",0
1021, Colbert Hilariously Humiliates Ted Cruz For Losing New York By A Landslide ,0
1022,"Britain has ways to secure no hard border with Ireland post-Brexit, says minister",1
1023,JUDGE NAPOLITANO On Bombshell That Intel Isn’t Telling Trump Information: “There’s only one president” ,0
1024,Goldman's Blankfein is only major financial firm CEO to join Trump on China trip,1
1025,Indonesia corruption court indicts ex-parliament speaker after delays,1
1026,Newt Gingrich Unwittingly Makes STARTLING Prediction For 2020 – Before This Election Even Happens,0
1027,nbc’s chuck todd attempts to “normalize” antifa terror group…interviews dartmouth professor who claims violence against trump supporters is “self-defense” and “ethical”,0
1028,Trump names assistant Treasury secretary as acting IRS chief: White House,1
1029, Gretchen Carlson Recorded Roger Ailes’ Sexual Harassment,0
1030, Trump Gets Ripped APART For Yet Another Hilariously Misspelled Pro-Russia Twitter Outburst ,0
1031,how the crooked clinton foundation hid over $145 million in donations from uranium one shareholders,0
1032,Bahrain accuses Qatar of seizing three boats: agency,1
1033,"As Johnson Sirleaf exits, Liberians thankful for peace, excited about change",1
1034,"One U.S. attack is not enough, says Syrian opposition",1
1035,Trump picks Republican lawyer Kaplan for U.S. labor board,1
1036, Scott Baio Tries To Push Hillary’s ‘Body Double’ Conspiracy And Fails MISERABLY ,0
1037,"Liz Cheney's Wyoming campaign backed by big names, bigger money",1
1038,OUCH! NEW BOOK Takes Readers Inside Hillary’s Nasty Campaign: Self-Righteous Hillary Was ‘so mad she couldn’t think straight’…Attacked Her Aides…Focused Too Much On Black Voters…Bill Gave Aides An “Ass-Chewing”,0
1039, unhinged liz warren gives “nasty” speech with hillary nodding in approval ,0
1040, Bernie Vows To Keep Fighting Despite Huge Super Tuesday Loss (And Why That’s A Good Thing),0
1041,UNREAL! OBAMA DEFENDS Black Lives Matter By Race Baiting…Again! ,0
1042,Introducing: Hamish “The Illusion” Patterson,0
1043, bill maher’s “translation” of hitler’s speech shows where trump gets his crazy ideas,0
1044,U.S. urges cooperation after Kurdish leader's resignation,1
1045,Virginia GOP sues governor over restoring voting rights to felons,1
1046,U.S. House Speaker Ryan renews call to suspend classified briefings for Clinton,1
1047,Egypt to hike Cairo metro fares from next July: state newspaper,1
1048," trump supporter drops bombshell, accuses cruz ally of being his mistress",0
1049,U.S. says open to talks on protected status for Haitians,1
1050,NANCY PELOSI’S Face Falls After Joy Reid Questions Her About Stepping Down ,0
1051,"Chinese state tabloid warns Trump, end one China policy and China will take revenge",1
1052," Why The Latest Email Revelations May Help Clinton, Not Hurt Her",0
1053,Oil mogul Hamm tops Trump list for U.S. energy secretary: sources,1
1054,U.N. fears 'further exodus' of Muslim Rohingya from Myanmar,1
1055, Donald Trump Said Something So Stupid That Mika Brzezinski Couldn’t Take It Anymore ,0
1056,A Pandering Hillary Clinton Breaks Out Her Phony Southern Accent At Memphis Rally ,0
1057,"Trump delegate indicted on weapons, child pornography charges",1
1058,KILLING AMERICAN WORKERS By Replacing With Foreign Workers…Michelle Malkin Speaks To Abbott Lab’s Replaced Workers ,0
1059,"Expect more war, hunger, Islamist violence in 2018 -Geneva think-tank",1
1060,Spanish government to suspend direct rule in Catalonia if regional election called: media,1
1061, Fox News Despicably Blames THIS For The Belgium Attacks Instead Of The Terrorists ,0
1062, is sean hannity’s job with fox news in jeopardy over seth rich investigation?,0
1063," Kellyanne Conway Launches Into Bizarre Rant Against Democrats, Imagines Her Own Death ",0
1064,U.S. service member killed in Afghanistan helicopter crash,1
1065," American Medical Association Demands Research In Gun Violence, Calls It A National Health Crisis",0
1066,"A $50,000 FREE-FOR-ALL FOR MINORITIES In The Biggest Obama Scandal Yet",0
1067,"Britain raises security threat level to critical, PM May says",1
1068,Trump picks Maryland U.S. attorney for No. two job at Justice: source,1
1069, BREAKING: Trump Declares He Will Only Accept Election Results ‘If I Win’ ,0
1070,"U.S. companies tout climate policies, fund climate skeptics",1
1071,Canada’s Immigration Website Crashes After Trump Pulls Ahead,0
1072,T-REX SMOKES THE LEFTY MEDIA After Rude Questions On Trump: ”How’s your relationship with the President right now?” ,0
1073,THE TRUTH ABOUT THE MAN Who Reformed Welfare And Balanced 4 Straight Budgets…,0
1074,"Mata Pires, owner of embattled Brazil builder OAS, dies",1
1075, Exasperated Anderson Cooper Tells Trump Supporter What We’ve All Been Thinking ,0
1076,Hezbollah's Nasrallah says group to focus on Israel,1
1077, HECKLERS TAUNT HILLARY AT CAMPAIGN STOP: “Who wiped the blood off your hands Hillary?”,0
1078,WHY TRUMP’S DOJ Gets Asian Support in Fight Against ‘Race-Based College Admissions Policies’,0
1079, Joe Biden Just Said What Every  Woman Is Thinking About Donald Trump,0
1080,"Violence Erupts at Berkeley Antifa “Rally Against Hate”: Cops Chased, Female Reporter and Trump Supporters Attacked by Antifa {Video]",0
1081,DISGUSTING: ANARCHIST PUNK Calls U.S. Veteran “Anti-American”…VETERAN Yells Back “I’m a Patriot!” ,0
1082,Teenage IS supporter guilty of plotting attack on Bieber concert in UK,1
1083,U.S. lawmaker: Sony breach may have inspired Russian election hacking,1
1084,"Trump, on CNN, faults Muslim community for not reporting people like Orlando shooter",1
1085,Women to plead not guilty in high-profile Kim Jong Nam murder trial,1
1086,DISNEY WORKER TELLS HORROR STORY OF BEING FORCED TO TRAIN FOREIGN WORKER To Replace Him Or Forego Severance Package,0
1087, Laura Ingraham Wants To Know If The Military Is Paying For People To ‘Cut Their Private Parts’ Off,0
1088,House speaker: House ethics watchdog will remain independent,1
1089,Zimbabwe minister Moyo's Twitter account hacked: family member,1
1090,JESSE WATTERS CALLS OUT Liberal Pundit For Racist Assumptions About Trump: “What specifically are you fearful of that Trump will do? ,0
1091,Here’s The REAL Reason Hillary Clinton Left That 9/11 Memorial Early Sunday,0
1092,Former intelligence officials say Trump is being manipulated by Putin,1
1093,FORMER CLINTON POLITICAL ADVISOR: “I Left When Hillary Hired Secret Police to Go After Woman Victimized by Bill” ,0
1094, Donald Trump PANICS Over Russia And Fires Off Two Bizarre Tweets – Twitter CRUSHES Him ,0
1095,"White House, government agencies discuss possible shutdown",1
1096, Israeli PM Netanyahu Quoted In Full Throated Support of Ethnically Cleansing Palestinians,0
1097,MARINE ARRESTED FOR Complaining About Government On Facebook Is Suing Government ,0
1098,India lobbies Trump administration to avert visa threat,1
1099, NSA Chief On Trump’s Russia/US Cybersecurity Unit Plan: That’s A Terrible Idea,0
1100, Hypocritical Alabama Governor Gets Booted From His Own Church For Affair With Staffer,0
1101, GOP Lawmaker Blames Obama For Staging Racist Mayhem In Charlottesville,0
1102,Trump meets Russia foreign minister amid Comey controversy,1
1103,Ireland trying to force Northern Ireland to stay in customs union after Brexit: DUP,1
1104,Illinois governor rejects school funding legislation,1
1105, Yale Psychiatrists Issue DIRE Warning Of The Dangers Of Allowing Trump To Continue As POTUS ,0
1106,New Hampshire 'ballot selfie' ban unconstitutional: appeals court,1
1107,12 Yr. Old Videotapes A Public Service Announcement For The Low Information Voter,0
1108,MN: SOMALI MUSLIM IMMIGRANTS Explain Why It’s Acceptable To Kill Anyone Who Insults Mohammed ,0
1109, Virginia’s Democratic Governor Just Vetoed Obnoxious Anti-LGBT Bill,0
1110,"NATO ships hold missile defense drill near Scotland, Pentagon says",1
1111,Iran prepared to resume curbed nuclear work if Trump quits deal: Iranian official,1
1112,Australian PM says nine foreigners among those hurt when driver plows into crowd,1
1113,China labels Trump call 'petty action' by Taiwan: Phoenix TV,1
1114,Trump preparing executive orders to reduce U.S. role in U.N.: NY Times,1
1115,Israeli nuclear whistleblower gets offer to live with wife in Oslo,1
1116,"Trump Jr. to testify in Senate, Manafort lawyer subpoenaed: CNN",1
1117,Kremlin: U.S. covering up election intrigue by demonising Russia,1
1118,"China says hopes U.S. can 'help, not cause problems' in South China Sea",1
1119, new music video calls on supporters to keep rallying for bernie sanders,0
1120,Tillerson says U.S. will keep up 'peaceful pressure' on North Korea,1
1121," Trump Just Had The Most AWKWARD Moment With Saudi Crown Prince, HUMILIATES Himself ",0
1122, Pittsburgh Mayor Slaps Trump Down For Using Pittsburgh As A Reason To Destroy The Planet,0
1123,Gunman injures bodyguard of Kenya's deputy chief justice,1
1124,"New Zealand protectionist Winston Peters appointed deputy PM, foreign minister",1
1125,Myriad of ways the CIA tried  to assassinate Fidel Castro,0
1126,Meet a man who will help determine Trump's fate in 2016 race,1
1127,WORKPLACE MICROAGGRESSION: ISIS Yells “Alluha Akbar” While Accidentally Blowing Themselves Up ,0
1128, Watch Legendary Reporter Ted Koppel Tell Hannity Right To His Face He’s Bad For America ,0
1129,Pope says Colombia must confront inequality to secure lasting peace,1
1130,Canada's Trudeau broke ethics rules with visit to Aga Khan island,1
1131,47 FABULOUS PHOTOS Of Melania Trump On Her 47th Birthday,0
1132,OBAMA’S 17-DAY VACATION IN LAVISH DIGS: HOW MUCH WILL THIS COST THE TAXPAYERS?,0
1133,GREAT PICK! KT McFarland To Join Team Trump ,0
1134, Betsy DeVos TOTALLY HUMILIATED During Keynote Speech At Historically Black University,0
1135,Venezuela's former ambassador to U.N. leaves the United States: source,1
1136,Mexico says cancelling Trump summit would fuel uncertainty,1
1137," White House Admits How Trump Made Paris Deal Decision, It’s Really Disturbing ",0
1138,IF HILLARY GETS ELECTED…She’s Got Big Plans For Gropin’ Joe Biden,0
1139, Maine GOP State Senator Sick Of His Bullsh*t Demands Censure Of Governor Paul LePage,0
1140," Donald Trump Whines, Swears And Talks Cocktail Parties — In A Speech To Children",0
1141,"BRONX HOSPITAL SHOOTING: Multiple People Shot, Staff ‘Sheltered in Place’ Amid Backdrop of Active Shooter Drills",0
1142,THE PEOPLE’S PRESIDENT: Trump Meets With Coal Workers To Fulfill Campaign Promise ,0
1143,"HILLARY: “Trump Is Offensive To Women, But So Are Rubio And The Rest”",0
1144,WIKILEAKS: Clinton Lied For Decades About Why Marines Rejected Her,0
1145,No new ski boycott: EU changes tune on Austrian right,1
1146,Justice Department settles with conservative groups over IRS scrutiny,1
1147, The GOP Congress Just Moved To Let Big Banks And The Super Rich Screw You Over,0
1148,"North Korea does not want war, world does not want regime change: U.N.",1
1149,House Democratic leader Pelosi says intel panel chief should recuse himself,1
1150, Planned Parenthood Worker Rains Holy Hell On Ignorant Right-Wing A**hole On Social Media,0
1151,"CAMELOT COMES TO DC…First Lady, Trump Women Stun Viewers",0
1152,Angola’s first new president in 38 years vows to fight graft,1
1153,Senior official in US-backed Syria forces defects to Turkey-rebels,1
1154,"Trump names interim consumer agency head, likely sparking showdown",1
1155, Watch John Oliver BRUTALLY Shame Trump Over His Pathetic Pretend Online Poll ‘Wins’ ,0
1156,U.S. says ban-the-bomb Nobel winner won't make world more peaceful,1
1157,HOW LEFT- LEANING GOOGLE’S SECRET DECISIONS COULD CHOOSE OUR NEXT PRESIDENT,0
1158, George Zimmerman Is Selling The Gun He Used To Murder Trayvon Martin In Cold Blood ,0
1159,State Department will implement travel ban in 'orderly fashion': spokeswoman,1
1160,Brexit campaigners accuse May of selling UK short over divorce bill,1
1161, This Psychic Apparently Couldn’t Predict The Lawsuit She’d Face By Refusing A Gay Couple ,0
1162, Watch Ted Cruz Suffer An INSANE Meltdown After Someone Asks If He’ll Support Trump ,0
1163,Flynn prepared to testify Trump directed him to contact Russians: ABC,1
1164, All Six Oscar Nominees For Best Foreign Film SLAM Trump And His Hate In Epic Letter,0
1165,"Cleveland, ACLU agree on protest limits at Republican convention",1
1166,Gold trader's trial strains U.S.-Turkey relations,1
1167, Bakari Sellers: Not All Trump Supporters Are Bigots But They Support One ,0
1168,Exclusive: Faulty devices help keep Iran in nuclear deal limits - report,1
1169,PUBLIC HOUSING Residents Getting FREE Cars In Government Program…Where’s My Car? ,0
1170, CO GOP Swears Racist Anti-Obama Pic Was A Hack – After Lawmaker Says It Was A ‘Joke’ ,0
1171,MI Election Recount Nightmare: “Write-In” Votes For Bernie In Detroit Were Being Counted As Votes For Hillary…And More,0
1172," Cher’s Currently On A Twitter Rampage Against Trump, And It’s BEAUTIFUL ",0
1173,TRUMP IS RIGHT! FOUR REASONS WHY The Judge In The Trump Univ. Case Should Recuse Himself!,0
1174,Syrian militias aim to push Islamic State out of Raqqa within a month,1
1175,IF YOU CROSS OUR BORDERS ILLEGALLY….YOU CAN NOW LAND A JOB TEACHING IN THIS STATE,0
1176,U.S. isolated on climate at summit of world leaders,1
1177, NYT Fact-Checked Donald In Real-Time And It Was GLORIOUS,0
1178, Did You Spot The ‘Pants On Fire’ Moment In Trump’s First Campaign TV Ad? Politifact Did ,0
1179,Oregon Ignores GOP To Become First State To Choose 100 Percent Clean Energy,0
1180,Algeria picks up 286 boat migrants en route to Europe,1
1181,BREAKING: HISTORIC WHITE HOUSE MEETING Between Obama and Trump ,0
1182,"North Korea rejects U.S. accusation, says it is not linked to any cyber attacks",1
1183,Arsonists attack building used by controversial Russian director,1
1184,Exclusive: Trump considering fracking mogul Harold Hamm as energy secretary - sources,1
1185," Joe Scarborough HUMILIATES Trump, Calls Him A Toddler Who Constantly Sh*ts His Pants",0
1186,Gentiloni seen as Italy's most trusted political leader: poll,1
1187,Hard Irish border post-Brexit would be risk to peace: Coveney,1
1188,Supreme Court rejects Michigan straight-ticket voting appeal,1
1189,Germany warns against Turkey travel after spate of arrests,1
1190,DO YOU KNOW SOMEONE Who Is Afflicted With “The Bern”?…Great News…There Is A Cure! ,0
1191," Wealthy Man Passes Away, Leaves Millions To Open Ohio Animal Shelter",0
1192,FBI's Comey meets with top U.S. congressional leaders,1
